gene_id,gene_name,symbol,GO_ID,chromosome,Evidence_Code
406067,major royal jelly protein 8,Mrjp8,GO:0005576,LG11,IEA
406068,octopamine receptor,Oa1,GO:0008227,LG15,IEA
406068,octopamine receptor,Oa1,GO:0016020,LG15,IEA
406068,octopamine receptor,Oa1,GO:0071880,LG15,IEA
406070,dopamine receptor 2,DopR2,GO:0004930,LG15,IEA
406070,dopamine receptor 2,DopR2,GO:0004930,LG15,IEA
406070,dopamine receptor 2,DopR2,GO:0016020,LG15,IEA
406070,dopamine receptor 2,DopR2,GO:0071880,LG15,IEA
406071,GABA neurotransmitter transporter-1A,Gat-a,GO:0016020,LG1,IEA
406071,GABA neurotransmitter transporter-1A,Gat-a,GO:0016020,LG1,IEA
406071,GABA neurotransmitter transporter-1A,Gat-a,GO:0035725,LG1,IEA
406072,hyperpolarization-activated ion channel,Amih,GO:0005249,LG8,IEA
406072,hyperpolarization-activated ion channel,Amih,GO:0006813,LG8,IEA
406072,hyperpolarization-activated ion channel,Amih,GO:0016020,LG8,IEA
406072,hyperpolarization-activated ion channel,Amih,GO:0055085,LG8,IEA
406073,,LOC406073,GO:0000978,LG5,IEA
406073,,LOC406073,GO:0000981,LG5,IEA
406073,,LOC406073,GO:0005634,LG5,IEA
406073,,LOC406073,GO:0006357,LG5,IEA
406075,ADP/ATP translocase,Ant,GO:0005471,LG7,IEA
406075,ADP/ATP translocase,Ant,GO:0005471,LG7,IEA
406075,ADP/ATP translocase,Ant,GO:0005743,LG7,IEA
406075,ADP/ATP translocase,Ant,GO:0005743,LG7,IEA
406075,ADP/ATP translocase,Ant,GO:0140021,LG7,IEA
406075,ADP/ATP translocase,Ant,GO:0140021,LG7,IEA
406075,ADP/ATP translocase,Ant,GO:1990544,LG7,IEA
406075,ADP/ATP translocase,Ant,GO:1990544,LG7,IEA
406076,vacuolar H+ ATP synthase 16 kDa proteolipid subunit,Vha16,GO:0033179,LG6,IEA
406076,vacuolar H+ ATP synthase 16 kDa proteolipid subunit,Vha16,GO:0046961,LG6,IEA
406076,vacuolar H+ ATP synthase 16 kDa proteolipid subunit,Vha16,GO:1902600,LG6,IEA
406077,homeotic protein antennapedia,Antp,GO:0000122,LG16,IEA
406077,homeotic protein antennapedia,Antp,GO:0000978,LG16,IEA
406077,homeotic protein antennapedia,Antp,GO:0000981,LG16,IEA
406077,homeotic protein antennapedia,Antp,GO:0000981,LG16,IEA
406077,homeotic protein antennapedia,Antp,GO:0005634,LG16,IEA
406077,homeotic protein antennapedia,Antp,GO:0005634,LG16,IEA
406077,homeotic protein antennapedia,Antp,GO:0009952,LG16,IEA
406078,transferrin 1,Tsf1,GO:0005576,LG15,IEA
406078,transferrin 1,Tsf1,GO:0005615,LG15,IEA
406078,transferrin 1,Tsf1,GO:0005615,LG15,IEA
406078,transferrin 1,Tsf1,GO:0005769,LG15,IEA
406078,transferrin 1,Tsf1,GO:0005886,LG15,IEA
406078,transferrin 1,Tsf1,GO:0006826,LG15,IEA
406078,transferrin 1,Tsf1,GO:0055037,LG15,IEA
406079,NMDA receptor 1,Nmdar1,GO:0004972,LG3,IEA
406079,NMDA receptor 1,Nmdar1,GO:0005886,LG3,IEA
406079,NMDA receptor 1,Nmdar1,GO:0006811,LG3,IEA
406079,NMDA receptor 1,Nmdar1,GO:0007268,LG3,IEA
406079,NMDA receptor 1,Nmdar1,GO:0017146,LG3,IEA
406079,NMDA receptor 1,Nmdar1,GO:0035235,LG3,IEA
406079,NMDA receptor 1,Nmdar1,GO:0042391,LG3,IEA
406079,NMDA receptor 1,Nmdar1,GO:0043005,LG3,IEA
406079,NMDA receptor 1,Nmdar1,GO:0045202,LG3,IEA
406080,polycomblike,Pcl,GO:0004108,LG1,IEA
406080,polycomblike,Pcl,GO:0005759,LG1,IEA
406080,polycomblike,Pcl,GO:0005975,LG1,IEA
406080,polycomblike,Pcl,GO:0006099,LG1,IEA
406080,polycomblike,Pcl,GO:0006099,LG1,IEA
406081,glucose oxidase,LOC406081,GO:0016614,LG5,IEA
406081,glucose oxidase,LOC406081,GO:0050660,LG5,IEA
406081,glucose oxidase,LOC406081,GO:0050660,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0004888,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0004888,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0007165,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0007268,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0022848,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0034220,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0034220,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0042391,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0043005,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0045202,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0045211,LG5,IEA
406082,nicotinic acetylcholine receptor alpha8 subunit,nAChRa8,GO:0050877,LG5,IEA
406084,ecdysone receptor,Ecr,GO:0000122,LG8,IEA
406084,ecdysone receptor,Ecr,GO:0000978,LG8,IEA
406084,ecdysone receptor,Ecr,GO:0004879,LG8,IEA
406084,ecdysone receptor,Ecr,GO:0004879,LG8,IEA
406084,ecdysone receptor,Ecr,GO:0005634,LG8,IEA
406084,ecdysone receptor,Ecr,GO:0008270,LG8,IEA
406084,ecdysone receptor,Ecr,GO:0030154,LG8,IEA
406084,ecdysone receptor,Ecr,GO:0035076,LG8,IEA
406084,ecdysone receptor,Ecr,GO:0035100,LG8,IEA
406084,ecdysone receptor,Ecr,GO:0045944,LG8,IEA
406086,dorsal,Dl,GO:0003677,LG4,IEA
406086,dorsal,Dl,GO:0003700,LG4,IEA
406086,dorsal,Dl,GO:0003700,LG4,IEA
406086,dorsal,Dl,GO:0005634,LG4,IEA
406086,dorsal,Dl,GO:0005737,LG4,IEA
406086,dorsal,Dl,GO:0005737,LG4,IEA
406086,dorsal,Dl,GO:0006357,LG4,IEA
406086,dorsal,Dl,GO:0006954,LG4,IEA
406086,dorsal,Dl,GO:0007249,LG4,IEA
406086,dorsal,Dl,GO:0033554,LG4,IEA
406086,dorsal,Dl,GO:0034097,LG4,IEA
406086,dorsal,Dl,GO:0038061,LG4,IEA
406086,dorsal,Dl,GO:0045087,LG4,IEA
406088,vitellogenin,Vg,GO:0005319,LG4,IEA
406088,vitellogenin,Vg,GO:0005319,LG4,IEA
406088,vitellogenin,Vg,GO:0006869,LG4,IEA
406090,major royal jelly protein 1,Mrjp1,GO:0005576,LG11,IEA
406091,major royal jelly protein 2,Mrjp2,GO:0005576,LG11,IEA
406092,cGMP-dependent protein kinase foraging,For,GO:0004692,LG13,IEA
406092,cGMP-dependent protein kinase foraging,For,GO:0005524,LG13,IEA
406092,cGMP-dependent protein kinase foraging,For,GO:0006468,LG13,IEA
406095,serine protease 34,SP34,GO:0004252,LG13,IEA
406095,serine protease 34,SP34,GO:0004252,LG13,IEA
406095,serine protease 34,SP34,GO:0005615,LG13,IEA
406095,serine protease 34,SP34,GO:0006508,LG13,IEA
406095,serine protease 34,SP34,GO:0006508,LG13,IEA
406096,"type I inositol 1,4,5-trisphosphate 5-phosphatase",LOC406096,GO:0004445,LG15,IEA
406096,"type I inositol 1,4,5-trisphosphate 5-phosphatase",LOC406096,GO:0046856,LG15,IEA
406097,,LOC406097,GO:0005178,LG11,IEA
406097,,LOC406097,GO:0005925,LG11,IEA
406097,,LOC406097,GO:0007160,LG11,IEA
406097,,LOC406097,GO:0007229,LG11,IEA
406097,,LOC406097,GO:0008305,LG11,IEA
406097,,LOC406097,GO:0009986,LG11,IEA
406097,,LOC406097,GO:0016477,LG11,IEA
406097,,LOC406097,GO:0033627,LG11,IEA
406098,translation initiation factor 2,IF-2mt,GO:0003924,LG5,IEA
406098,translation initiation factor 2,IF-2mt,GO:0005525,LG5,IEA
406099,ribosomal protein L32,RpL32,GO:0003735,LG11,IEA
406099,ribosomal protein L32,RpL32,GO:0003735,LG11,IEA
406099,ribosomal protein L32,RpL32,GO:0005840,LG11,IEA
406099,ribosomal protein L32,RpL32,GO:0005840,LG11,IEA
406099,ribosomal protein L32,RpL32,GO:0006412,LG11,IEA
406099,ribosomal protein L32,RpL32,GO:0006412,LG11,IEA
406099,ribosomal protein L32,RpL32,GO:0022625,LG11,IEA
406100,odorant binding protein 5,Obp5,GO:0005549,LG9,IEA
406100,odorant binding protein 5,Obp5,GO:0005576,LG9,IEA
406100,odorant binding protein 5,Obp5,GO:0007608,LG9,IEA
406100,odorant binding protein 5,Obp5,GO:0035275,LG9,IEA
406100,odorant binding protein 5,Obp5,GO:0042048,LG9,IEA
406101,odorant binding protein 4,Obp4,GO:0005549,LG9,IEA
406102,odorant binding protein 1,Obp1,GO:0005549,LG2,IEA
406102,odorant binding protein 1,Obp1,GO:0005615,LG2,IEA
406102,odorant binding protein 1,Obp1,GO:0007608,LG2,IEA
406103,odorant binding protein 2,Obp2,GO:0005549,LG9,IEA
406104,acetylcholinesterase 2,AChE-2,GO:0001507,LG8,IEA
406104,acetylcholinesterase 2,AChE-2,GO:0003990,LG8,IEA
406104,acetylcholinesterase 2,AChE-2,GO:0003990,LG8,IEA
406104,acetylcholinesterase 2,AChE-2,GO:0005615,LG8,IEA
406104,acetylcholinesterase 2,AChE-2,GO:0005886,LG8,IEA
406104,acetylcholinesterase 2,AChE-2,GO:0019695,LG8,IEA
406106,protein kinase C,Pkc,GO:0004697,LG11,IEA
406106,protein kinase C,Pkc,GO:0005524,LG11,IEA
406106,protein kinase C,Pkc,GO:0006468,LG11,IEA
406106,protein kinase C,Pkc,GO:0008270,LG11,IEA
406107,glucosamine-fructose-6-phosphate aminotransferase 2,Gfat2,GO:0004360,LG4,IEA
406107,glucosamine-fructose-6-phosphate aminotransferase 2,Gfat2,GO:0004360,LG4,IEA
406107,glucosamine-fructose-6-phosphate aminotransferase 2,Gfat2,GO:0006002,LG4,IEA
406107,glucosamine-fructose-6-phosphate aminotransferase 2,Gfat2,GO:0006047,LG4,IEA
406107,glucosamine-fructose-6-phosphate aminotransferase 2,Gfat2,GO:0006487,LG4,IEA
406107,glucosamine-fructose-6-phosphate aminotransferase 2,Gfat2,GO:0097367,LG4,IEA
406107,glucosamine-fructose-6-phosphate aminotransferase 2,Gfat2,GO:1901137,LG4,IEA
406108,tetraspanin 6,Tspan6,GO:0016020,LG12,IEA
406108,tetraspanin 6,Tspan6,GO:0016020,LG12,IEA
406109,odorant binding protein 6,Obp6,GO:0005549,LG9,IEA
406110,tyramine receptor,TyrR,GO:0004989,LG1,IEA
406110,tyramine receptor,TyrR,GO:0016020,LG1,IEA
406110,tyramine receptor,TyrR,GO:0071880,LG1,IEA
406111,"dopamine receptor, D1",Dop1,GO:0004930,LG15,IEA
406111,"dopamine receptor, D1",Dop1,GO:0004930,LG15,IEA
406111,"dopamine receptor, D1",Dop1,GO:0016020,LG15,IEA
406111,"dopamine receptor, D1",Dop1,GO:0071880,LG15,IEA
406112,period circadian protein,Per,GO:0000122,LG12,IEA
406112,period circadian protein,Per,GO:0000976,LG12,IEA
406112,period circadian protein,Per,GO:0001222,LG12,IEA
406112,period circadian protein,Per,GO:0005634,LG12,IEA
406112,period circadian protein,Per,GO:0005737,LG12,IEA
406112,period circadian protein,Per,GO:0032922,LG12,IEA
406112,period circadian protein,Per,GO:0043153,LG12,IEA
406113,excitatory amino acid transporter 2,Eaat-2,GO:0005313,LG2,IEA
406113,excitatory amino acid transporter 2,Eaat-2,GO:0005886,LG2,IEA
406113,excitatory amino acid transporter 2,Eaat-2,GO:0015175,LG2,IEA
406113,excitatory amino acid transporter 2,Eaat-2,GO:0015501,LG2,IEA
406113,excitatory amino acid transporter 2,Eaat-2,GO:0015813,LG2,IEA
406114,alpha-amylase,LOC406114,GO:0004556,LG13,IEA
406114,alpha-amylase,LOC406114,GO:0005975,LG13,IEA
406114,alpha-amylase,LOC406114,GO:0043169,LG13,IEA
406116,major royal jelly protein 5,Mrjp5,GO:0005576,LG11,IEA
406118,,LOC406118,GO:0005515,LG1,IEA
406118,,LOC406118,GO:0043161,LG1,IEA
406118,,LOC406118,GO:0080008,LG1,IEA
406119,lambda crystallin-like protein,Cryl1,GO:0006631,LG12,IEA
406119,lambda crystallin-like protein,Cryl1,GO:0016616,LG12,IEA
406119,lambda crystallin-like protein,Cryl1,GO:0016616,LG12,IEA
406119,lambda crystallin-like protein,Cryl1,GO:0070403,LG12,IEA
406120,ribosomal protein LP1,RpLP1,GO:0002181,LG10,IEA
406120,ribosomal protein LP1,RpLP1,GO:0003735,LG10,IEA
406120,ribosomal protein LP1,RpLP1,GO:0003735,LG10,IEA
406120,ribosomal protein LP1,RpLP1,GO:0005840,LG10,IEA
406120,ribosomal protein LP1,RpLP1,GO:0006414,LG10,IEA
406120,ribosomal protein LP1,RpLP1,GO:0022625,LG10,IEA
406120,ribosomal protein LP1,RpLP1,GO:0030295,LG10,IEA
406120,ribosomal protein LP1,RpLP1,GO:0043021,LG10,IEA
406121,major royal jelly protein 3,Mrjp3,GO:0005576,LG11,IEA
406122,actin related protein 1,Arp1,GO:0000281,LG7,IEA
406123,pipsqueak,Psq,GO:0003677,LG9,IEA
406123,pipsqueak,Psq,GO:0005515,LG9,IEA
406123,pipsqueak,Psq,GO:0005634,LG9,IEA
406123,pipsqueak,Psq,GO:0006357,LG9,IEA
406124,,LOC406124,GO:0004890,LG7,IEA
406124,,LOC406124,GO:0005230,LG7,IEA
406124,,LOC406124,GO:0005254,LG7,IEA
406124,,LOC406124,GO:0007165,LG7,IEA
406124,,LOC406124,GO:0007268,LG7,IEA
406124,,LOC406124,GO:0016020,LG7,IEA
406124,,LOC406124,GO:0016020,LG7,IEA
406124,,LOC406124,GO:0030594,LG7,IEA
406124,,LOC406124,GO:0042391,LG7,IEA
406124,,LOC406124,GO:0043005,LG7,IEA
406124,,LOC406124,GO:0045202,LG7,IEA
406124,,LOC406124,GO:0050877,LG7,IEA
406124,,LOC406124,GO:1902476,LG7,IEA
406126,ribosomal protein S8,Rps8,GO:0000462,LG9,IEA
406126,ribosomal protein S8,Rps8,GO:0003735,LG9,IEA
406126,ribosomal protein S8,Rps8,GO:0003735,LG9,IEA
406126,ribosomal protein S8,Rps8,GO:0005840,LG9,IEA
406126,ribosomal protein S8,Rps8,GO:0005840,LG9,IEA
406126,ribosomal protein S8,Rps8,GO:0006412,LG9,IEA
406126,ribosomal protein S8,Rps8,GO:0006412,LG9,IEA
406126,ribosomal protein S8,Rps8,GO:0022627,LG9,IEA
406127,ultraviolet-sensitive opsin,Uvop,GO:0004930,LG10,IEA
406127,ultraviolet-sensitive opsin,Uvop,GO:0007186,LG10,IEA
406127,ultraviolet-sensitive opsin,Uvop,GO:0007601,LG10,IEA
406127,ultraviolet-sensitive opsin,Uvop,GO:0016020,LG10,IEA
406128,blue-sensitive opsin,Blop,GO:0004930,LG14,IEA
406128,blue-sensitive opsin,Blop,GO:0007186,LG14,IEA
406128,blue-sensitive opsin,Blop,GO:0007601,LG14,IEA
406128,blue-sensitive opsin,Blop,GO:0016020,LG14,IEA
406130,melittin,Melt,GO:0004860,LG4,IEA
406130,melittin,Melt,GO:0005576,LG4,IEA
406131,alpha-glucosidase,Hbg3,GO:0005975,LG6,IEA
406132,,LOC406132,GO:0000786,LG1,IEA
406132,,LOC406132,GO:0003677,LG1,IEA
406132,,LOC406132,GO:0006334,LG1,IEA
406132,,LOC406132,GO:0030527,LG1,IEA
406132,,LOC406132,GO:0046982,LG1,IEA
406133,major royal jelly protein 4,Mrjp4,GO:0005576,LG11,IEA
406139,,LOC406139,GO:0005515,LG4,IEA
406141,phospholipase A2,Pla2,GO:0006644,LG13,IEA
406141,phospholipase A2,Pla2,GO:0047498,LG13,IEA
406141,phospholipase A2,Pla2,GO:0050482,LG13,IEA
406143,defensin 1,Def1,GO:0005615,LG6,IEA
406143,defensin 1,Def1,GO:0006959,LG6,IEA
406143,defensin 1,Def1,GO:0042742,LG6,IEA
406144,abaecin,LOC406144,GO:0005576,LG10,IEA
406144,abaecin,LOC406144,GO:0042381,LG10,IEA
406146,hyaluronoglucosaminidase,LOC406146,GO:0004415,LG14,IEA
406146,hyaluronoglucosaminidase,LOC406146,GO:0004415,LG14,IEA
406146,hyaluronoglucosaminidase,LOC406146,GO:0005975,LG14,IEA
406146,hyaluronoglucosaminidase,LOC406146,GO:0005975,LG14,IEA
406146,hyaluronoglucosaminidase,LOC406146,GO:0006952,LG14,IEA
406146,hyaluronoglucosaminidase,LOC406146,GO:0030214,LG14,IEA
406147,short-chain dehydrogenase/reductase,LOC406147,GO:0005515,LG15,IEA
406147,short-chain dehydrogenase/reductase,LOC406147,GO:0016491,LG15,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0004888,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0004888,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0007165,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0007268,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0022848,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0034220,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0034220,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0042391,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0043005,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0045202,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0045211,LG14,IEA
406148,nicotinic acetylcholine receptor alpha7 subunit,nAChRa7,GO:0050877,LG14,IEA
406149,major royal jelly protein 6,Mrjp6,GO:0005576,LG11,IEA
406150,metabotropic glutamate receptor B,Glurb,GO:0001640,LG13,IEA
406150,metabotropic glutamate receptor B,Glurb,GO:0007186,LG13,IEA
406150,metabotropic glutamate receptor B,Glurb,GO:0016020,LG13,IEA
406151,metabotropic glutamate receptor 1,mGlutR1,GO:0001641,LG11,IEA
406151,metabotropic glutamate receptor 1,mGlutR1,GO:0007216,LG11,IEA
406151,metabotropic glutamate receptor 1,mGlutR1,GO:0016020,LG11,IEA
406151,metabotropic glutamate receptor 1,mGlutR1,GO:0051966,LG11,IEA
406152,,LOC406152,GO:0004301,LG9,IEA
406152,,LOC406152,GO:0097176,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0004888,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0004888,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0007165,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0007268,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0022848,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0034220,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0034220,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0042391,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0043005,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0045202,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0045211,LG9,IEA
406153,nicotinic acetylcholine receptor alpha2 subunit,nAChRa2,GO:0050877,LG9,IEA
406154,profilin,PRF,GO:0003785,LG8,IEA
406154,profilin,PRF,GO:0005938,LG8,IEA
406154,profilin,PRF,GO:0042989,LG8,IEA
406155,phenoloxidase subunit A3,PPO,GO:0016491,LG14,IEA
408264,,LOC408264,GO:0005042,LG10,IEA
408264,,LOC408264,GO:0005515,LG10,IEA
408264,,LOC408264,GO:0008045,LG10,IEA
408264,,LOC408264,GO:0016020,LG10,IEA
408264,,LOC408264,GO:0038007,LG10,IEA
408267,,LOC408267,GO:0005096,LG10,IEA
408267,,LOC408267,GO:0005737,LG10,IEA
408267,,LOC408267,GO:0005886,LG10,IEA
408267,,LOC408267,GO:0017157,LG10,IEA
408267,,LOC408267,GO:0019905,LG10,IEA
408267,,LOC408267,GO:0031201,LG10,IEA
408267,,LOC408267,GO:0045159,LG10,IEA
408267,,LOC408267,GO:0050708,LG10,IEA
408269,,LOC408269,GO:0000439,LG10,IEA
408269,,LOC408269,GO:0000439,LG10,IEA
408269,,LOC408269,GO:0005675,LG10,IEA
408269,,LOC408269,GO:0006289,LG10,IEA
408269,,LOC408269,GO:0006289,LG10,IEA
408269,,LOC408269,GO:0006294,LG10,IEA
408269,,LOC408269,GO:0006366,LG10,IEA
408269,,LOC408269,GO:0006367,LG10,IEA
408269,,LOC408269,GO:0006367,LG10,IEA
408270,mitochondrial cytochrome C,CytC,GO:0005758,LG10,IEA
408270,mitochondrial cytochrome C,CytC,GO:0006122,LG10,IEA
408270,mitochondrial cytochrome C,CytC,GO:0006123,LG10,IEA
408270,mitochondrial cytochrome C,CytC,GO:0009055,LG10,IEA
408270,mitochondrial cytochrome C,CytC,GO:0009055,LG10,IEA
408270,mitochondrial cytochrome C,CytC,GO:0020037,LG10,IEA
408270,mitochondrial cytochrome C,CytC,GO:0020037,LG10,IEA
408270,mitochondrial cytochrome C,CytC,GO:0043280,LG10,IEA
408271,,LOC408271,GO:0005096,LG10,IEA
408271,,LOC408271,GO:0005096,LG10,IEA
408271,,LOC408271,GO:0005737,LG10,IEA
408271,,LOC408271,GO:0051056,LG10,IEA
408271,,LOC408271,GO:0090630,LG10,IEA
408272,,LOC408272,GO:0008028,LG10,IEA
408272,,LOC408272,GO:0015718,LG10,IEA
408272,,LOC408272,GO:0055085,LG10,IEA
408273,yellow-y,Y-y,GO:0005576,LG10,IEA
408276,,LOC408276,GO:0003723,LG10,IEA
408276,,LOC408276,GO:0003724,LG10,IEA
408276,,LOC408276,GO:0003724,LG10,IEA
408276,,LOC408276,GO:0005524,LG10,IEA
408276,,LOC408276,GO:0005634,LG10,IEA
408276,,LOC408276,GO:0007276,LG10,IEA
408276,,LOC408276,GO:0030154,LG10,IEA
408276,,LOC408276,GO:0043186,LG10,IEA
408278,,LOC408278,GO:0004713,LG10,IEA
408278,,LOC408278,GO:0005524,LG10,IEA
408278,,LOC408278,GO:0006468,LG10,IEA
408278,,LOC408278,GO:0007169,LG10,IEA
408278,,LOC408278,GO:0007275,LG10,IEA
408278,,LOC408278,GO:0007409,LG10,IEA
408278,,LOC408278,GO:0033674,LG10,IEA
408278,,LOC408278,GO:0043235,LG10,IEA
408282,,LOC408282,GO:0004649,LG10,IEA
408282,,LOC408282,GO:0004649,LG10,IEA
408282,,LOC408282,GO:0005634,LG10,IEA
408282,,LOC408282,GO:0005737,LG10,IEA
408282,,LOC408282,GO:0005975,LG10,IEA
408282,,LOC408282,GO:0006282,LG10,IEA
408282,,LOC408282,GO:0006282,LG10,IEA
408282,,LOC408282,GO:0009225,LG10,IEA
408282,,LOC408282,GO:0031056,LG10,IEA
408282,,LOC408282,GO:1990966,LG10,IEA
408283,,LOC408283,GO:0005654,LG10,IEA
408283,,LOC408283,GO:0005737,LG10,IEA
408284,,LOC408284,GO:0005741,LG10,IEA
408284,,LOC408284,GO:0005741,LG10,IEA
408284,,LOC408284,GO:0005742,LG10,IEA
408284,,LOC408284,GO:0008320,LG10,IEA
408284,,LOC408284,GO:0008320,LG10,IEA
408284,,LOC408284,GO:0030150,LG10,IEA
408284,,LOC408284,GO:0030150,LG10,IEA
408285,,LOC408285,GO:0005096,LG10,IEA
408285,,LOC408285,GO:0005737,LG10,IEA
408285,,LOC408285,GO:0007165,LG10,IEA
408285,,LOC408285,GO:0030833,LG10,IEA
408285,,LOC408285,GO:0051056,LG10,IEA
408286,,LOC408286,GO:0004591,LG10,IEA
408286,,LOC408286,GO:0004591,LG10,IEA
408286,,LOC408286,GO:0005739,LG10,IEA
408286,,LOC408286,GO:0006099,LG10,IEA
408286,,LOC408286,GO:0006099,LG10,IEA
408286,,LOC408286,GO:0030976,LG10,IEA
408286,,LOC408286,GO:0030976,LG10,IEA
408286,,LOC408286,GO:0045252,LG10,IEA
408288,,LOC408288,GO:0005739,LG10,IEA
408288,,LOC408288,GO:0006552,LG10,IEA
408288,,LOC408288,GO:0008470,LG10,IEA
408288,,LOC408288,GO:0050660,LG10,IEA
408291,,LOC408291,GO:0003985,LG10,IEA
408291,,LOC408291,GO:0006635,LG10,IEA
408292,,LOC408292,GO:0003713,LG10,IEA
408292,,LOC408292,GO:0005515,LG10,IEA
408292,,LOC408292,GO:0005634,LG10,IEA
408292,,LOC408292,GO:0005737,LG10,IEA
408292,,LOC408292,GO:0035329,LG10,IEA
408292,,LOC408292,GO:0045944,LG10,IEA
408293,,LOC408293,GO:0006486,LG10,IEA
408293,,LOC408293,GO:0016020,LG10,IEA
408293,,LOC408293,GO:0016757,LG10,IEA
408293,,LOC408293,GO:0016757,LG10,IEA
408295,,LOC408295,GO:0000978,LG10,IEA
408295,,LOC408295,GO:0001227,LG10,IEA
408295,,LOC408295,GO:0005634,LG10,IEA
408295,,LOC408295,GO:0005737,LG10,IEA
408295,,LOC408295,GO:0006357,LG10,IEA
408295,,LOC408295,GO:0042826,LG10,IEA
408295,,LOC408295,GO:0045165,LG10,IEA
408298,,LOC408298,GO:0003730,LG10,IEA
408298,,LOC408298,GO:0005634,LG10,IEA
408298,,LOC408298,GO:0005737,LG10,IEA
408298,,LOC408298,GO:0010608,LG10,IEA
408299,,LOC408299,GO:0004731,LG10,IEA
408299,,LOC408299,GO:0004731,LG10,IEA
408299,,LOC408299,GO:0005737,LG10,IEA
408299,,LOC408299,GO:0009116,LG10,IEA
408301,,LOC408301,GO:0005765,LG10,IEA
408301,,LOC408301,GO:0005886,LG10,IEA
408301,,LOC408301,GO:0030670,LG10,IEA
408301,,LOC408301,GO:0031902,LG10,IEA
408301,,LOC408301,GO:0034597,LG10,IEA
408301,,LOC408301,GO:0034597,LG10,IEA
408301,,LOC408301,GO:0046856,LG10,IEA
408301,,LOC408301,GO:0046856,LG10,IEA
408302,,LOC408302,GO:0016020,LG10,IEA
408302,,LOC408302,GO:0022857,LG10,IEA
408302,,LOC408302,GO:0055085,LG10,IEA
408303,,LOC408303,GO:0016020,LG10,IEA
408304,,LOC408304,GO:0005737,LG10,IEA
408304,,LOC408304,GO:0006457,LG10,IEA
408304,,LOC408304,GO:0051082,LG10,IEA
408306,,LOC408306,GO:0006814,LG10,IEA
408306,,LOC408306,GO:0006885,LG10,IEA
408306,,LOC408306,GO:0015385,LG10,IEA
408306,,LOC408306,GO:0015385,LG10,IEA
408306,,LOC408306,GO:0016020,LG10,IEA
408306,,LOC408306,GO:0016020,LG10,IEA
408306,,LOC408306,GO:1902600,LG10,IEA
408306,,LOC408306,GO:1902600,LG10,IEA
408308,,LOC408308,GO:0005634,LG11,IEA
408308,,LOC408308,GO:0005739,LG11,IEA
408308,,LOC408308,GO:0007005,LG11,IEA
408309,,LOC408309,GO:0000380,LG11,IEA
408309,,LOC408309,GO:0003729,LG11,IEA
408309,,LOC408309,GO:0005634,LG11,IEA
