gene_id,gene_name,symbol,GO_ID,chromosome,Evidence_Code
411790,,LOC411790,GO:1904983,LG14,IEA
411793,,LOC411793,GO:0005515,LG6,IEA
411793,,LOC411793,GO:0016567,LG6,IEA
411794,,LOC411794,GO:0000289,LG1,IEA
411794,,LOC411794,GO:0000932,LG1,IEA
411794,,LOC411794,GO:0005634,LG1,IEA
411794,,LOC411794,GO:0006355,LG1,IEA
411794,,LOC411794,GO:0030015,LG1,IEA
411794,,LOC411794,GO:0030015,LG1,IEA
411795,,LOC411795,GO:0005515,LG11,IEA
411795,,LOC411795,GO:0005829,LG11,IEA
411795,,LOC411795,GO:0045048,LG11,IEA
411795,,LOC411795,GO:0045048,LG11,IEA
411795,,LOC411795,GO:0071818,LG11,IEA
411796,,LOC411796,GO:0000900,LG11,IEA
411796,,LOC411796,GO:0004372,LG11,IEA
411796,,LOC411796,GO:0004372,LG11,IEA
411796,,LOC411796,GO:0005634,LG11,IEA
411796,,LOC411796,GO:0005737,LG11,IEA
411796,,LOC411796,GO:0005829,LG11,IEA
411796,,LOC411796,GO:0006565,LG11,IEA
411796,,LOC411796,GO:0008270,LG11,IEA
411796,,LOC411796,GO:0009113,LG11,IEA
411796,,LOC411796,GO:0019264,LG11,IEA
411796,,LOC411796,GO:0019264,LG11,IEA
411796,,LOC411796,GO:0030170,LG11,IEA
411796,,LOC411796,GO:0030170,LG11,IEA
411796,,LOC411796,GO:0035999,LG11,IEA
411796,,LOC411796,GO:0035999,LG11,IEA
411796,,LOC411796,GO:0042803,LG11,IEA
411796,,LOC411796,GO:0046655,LG11,IEA
411796,,LOC411796,GO:0048027,LG11,IEA
411796,,LOC411796,GO:0050897,LG11,IEA
411796,,LOC411796,GO:0051289,LG11,IEA
411796,,LOC411796,GO:0070905,LG11,IEA
411799,,LOC411799,GO:0005794,LG1,IEA
411805,,LOC411805,GO:0004842,LG13,IEA
411805,,LOC411805,GO:0005515,LG13,IEA
411805,,LOC411805,GO:0016567,LG13,IEA
411806,,LOC411806,GO:0005085,LG10,IEA
411806,,LOC411806,GO:0005829,LG10,IEA
411806,,LOC411806,GO:0016192,LG10,IEA
411806,,LOC411806,GO:0030139,LG10,IEA
411806,,LOC411806,GO:0031267,LG10,IEA
411806,,LOC411806,GO:0043087,LG10,IEA
411807,,LOC411807,GO:0005385,LG12,IEA
411807,,LOC411807,GO:0005886,LG12,IEA
411807,,LOC411807,GO:0071577,LG12,IEA
411808,,LOC411808,GO:0004657,LG1,IEA
411808,,LOC411808,GO:0005739,LG1,IEA
411808,,LOC411808,GO:0010133,LG1,IEA
411808,,LOC411808,GO:0071949,LG1,IEA
411809,,LOC411809,GO:0000287,LG5,IEA
411809,,LOC411809,GO:0019509,LG5,IEA
411809,,LOC411809,GO:0019509,LG5,IEA
411809,,LOC411809,GO:0043874,LG5,IEA
411809,,LOC411809,GO:0043874,LG5,IEA
411811,,LOC411811,GO:0000822,LG11,IEA
411811,,LOC411811,GO:0005737,LG11,IEA
411811,,LOC411811,GO:0005794,LG11,IEA
411811,,LOC411811,GO:0005886,LG11,IEA
411811,,LOC411811,GO:0006817,LG11,IEA
411811,,LOC411811,GO:0015114,LG11,IEA
411811,,LOC411811,GO:0016036,LG11,IEA
411812,,LOC411812,GO:0004672,LG12,IEA
411812,,LOC411812,GO:0004672,LG12,IEA
411812,,LOC411812,GO:0005524,LG12,IEA
411812,,LOC411812,GO:0005634,LG12,IEA
411812,,LOC411812,GO:0006468,LG12,IEA
411812,,LOC411812,GO:0006468,LG12,IEA
411813,,LOC411813,GO:0004471,LG12,IEA
411813,,LOC411813,GO:0004473,LG12,IEA
411813,,LOC411813,GO:0005739,LG12,IEA
411813,,LOC411813,GO:0006090,LG12,IEA
411813,,LOC411813,GO:0006108,LG12,IEA
411813,,LOC411813,GO:0051287,LG12,IEA
411814,,LOC411814,GO:0003777,LG7,IEA
411814,,LOC411814,GO:0003777,LG7,IEA
411814,,LOC411814,GO:0005524,LG7,IEA
411814,,LOC411814,GO:0007018,LG7,IEA
411814,,LOC411814,GO:0007018,LG7,IEA
411814,,LOC411814,GO:0008017,LG7,IEA
411815,,LOC411815,GO:0005515,LG16,IEA
411816,,LOC411816,GO:0000226,LG16,IEA
411816,,LOC411816,GO:0005813,LG16,IEA
411816,,LOC411816,GO:0005868,LG16,IEA
411816,,LOC411816,GO:0007018,LG16,IEA
411816,,LOC411816,GO:0045504,LG16,IEA
411820,,LOC411820,GO:0005737,LG8,IEA
411820,,LOC411820,GO:0005829,LG8,IEA
411820,,LOC411820,GO:0006470,LG8,IEA
411820,,LOC411820,GO:0008330,LG8,IEA
411820,,LOC411820,GO:0017017,LG8,IEA
411820,,LOC411820,GO:0017017,LG8,IEA
411820,,LOC411820,GO:0043409,LG8,IEA
411822,,LOC411822,GO:0004029,LG9,IEA
411822,,LOC411822,GO:0005737,LG9,IEA
411822,,LOC411822,GO:0006081,LG9,IEA
411822,,LOC411822,GO:0006081,LG9,IEA
411827,,LOC411827,GO:0005634,LG15,IEA
411827,,LOC411827,GO:0005737,LG15,IEA
411827,,LOC411827,GO:0030162,LG15,IEA
411827,,LOC411827,GO:0031625,LG15,IEA
411827,,LOC411827,GO:0043161,LG15,IEA
411828,,LOC411828,GO:0000978,LG5,IEA
411828,,LOC411828,GO:0000981,LG5,IEA
411828,,LOC411828,GO:0005634,LG5,IEA
411828,,LOC411828,GO:0006357,LG5,IEA
411829,,LOC411829,GO:0007420,LG5,IEA
411829,,LOC411829,GO:0098609,LG5,IEA
411829,,LOC411829,GO:0098632,LG5,IEA
411830,venom acid phosphatase,Acph-1,GO:0016311,LG5,IEA
411830,venom acid phosphatase,Acph-1,GO:0016791,LG5,IEA
411832,,LOC411832,GO:0005509,LG9,IEA
411832,,LOC411832,GO:0005737,LG9,IEA
411833,,LOC411833,GO:0003723,LG9,IEA
411833,,LOC411833,GO:0003723,LG9,IEA
411833,,LOC411833,GO:0005634,LG9,IEA
411833,,LOC411833,GO:0005829,LG9,IEA
411833,,LOC411833,GO:0006396,LG9,IEA
411833,,LOC411833,GO:0010494,LG9,IEA
411833,,LOC411833,GO:0045727,LG9,IEA
411833,,LOC411833,GO:1990904,LG9,IEA
411836,,LOC411836,GO:0000176,LG1,IEA
411836,,LOC411836,GO:0000177,LG1,IEA
411836,,LOC411836,GO:0000467,LG1,IEA
411836,,LOC411836,GO:0034427,LG1,IEA
411836,,LOC411836,GO:0034473,LG1,IEA
411836,,LOC411836,GO:0034475,LG1,IEA
411836,,LOC411836,GO:0034476,LG1,IEA
411836,,LOC411836,GO:0043928,LG1,IEA
411836,,LOC411836,GO:0071028,LG1,IEA
411836,,LOC411836,GO:0071035,LG1,IEA
411836,,LOC411836,GO:0071038,LG1,IEA
411836,,LOC411836,GO:0071042,LG1,IEA
411837,,LOC411837,GO:0005829,LG9,IEA
411837,,LOC411837,GO:0008296,LG9,IEA
411839,,LOC411839,GO:0003723,LG14,IEA
411839,,LOC411839,GO:0005515,LG14,IEA
411839,,LOC411839,GO:0015030,LG14,IEA
411839,,LOC411839,GO:0030576,LG14,IEA
411841,,LOC411841,GO:0001965,LG8,IEA
411841,,LOC411841,GO:0005085,LG8,IEA
411841,,LOC411841,GO:0005737,LG8,IEA
411841,,LOC411841,GO:0007186,LG8,IEA
411843,,LOC411843,GO:0008180,LG13,IEA
411843,,LOC411843,GO:0008180,LG13,IEA
411843,,LOC411843,GO:0010387,LG13,IEA
411845,,LOC411845,GO:0005515,LG9,IEA
411846,,LOC411846,GO:0004222,LG9,IEA
411846,,LOC411846,GO:0004222,LG9,IEA
411846,,LOC411846,GO:0005886,LG9,IEA
411846,,LOC411846,GO:0016485,LG9,IEA
411849,,LOC411849,GO:0005739,LG15,IEA
411849,,LOC411849,GO:0016491,LG15,IEA
411849,,LOC411849,GO:0020037,LG15,IEA
411849,,LOC411849,GO:0030151,LG15,IEA
411850,,LOC411850,GO:0000290,LG1,IEA
411850,,LOC411850,GO:0000932,LG1,IEA
411850,,LOC411850,GO:0003723,LG1,IEA
411850,,LOC411850,GO:0033962,LG1,IEA
411852,,LOC411852,GO:0005739,LG12,IEA
411852,,LOC411852,GO:0005829,LG12,IEA
411852,,LOC411852,GO:0045454,LG12,IEA
411852,,LOC411852,GO:0051920,LG12,IEA
411852,,LOC411852,GO:0098869,LG12,IEA
411854,,LOC411854,GO:0003700,LG10,IEA
411854,,LOC411854,GO:0006355,LG10,IEA
411854,,LOC411854,GO:0043565,LG10,IEA
411856,,LOC411856,GO:0005730,LG8,IEA
411856,,LOC411856,GO:0006364,LG8,IEA
411856,,LOC411856,GO:0006364,LG8,IEA
411856,,LOC411856,GO:0030515,LG8,IEA
411856,,LOC411856,GO:0032040,LG8,IEA
411856,,LOC411856,GO:0034457,LG8,IEA
411856,,LOC411856,GO:0042134,LG8,IEA
411857,,LOC411857,GO:0000815,LG14,IEA
411857,,LOC411857,GO:0005771,LG14,IEA
411857,,LOC411857,GO:0006900,LG14,IEA
411857,,LOC411857,GO:0009898,LG14,IEA
411857,,LOC411857,GO:0032511,LG14,IEA
411858,,LOC411858,GO:0005524,LG3,IEA
411858,,LOC411858,GO:0005741,LG3,IEA
411858,,LOC411858,GO:0016887,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0004725,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0005634,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0005829,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0005886,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0006470,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0008138,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0008285,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0016163,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0016314,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0042995,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0043491,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0046856,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0048870,LG3,IEA
411859,phosphatase and tensin-like,Pten,GO:0051896,LG3,IEA
411861,,LOC411861,GO:0003676,LG11,IEA
411862,,LOC411862,GO:0003735,LG11,IEA
411862,,LOC411862,GO:0003735,LG11,IEA
411862,,LOC411862,GO:0005763,LG11,IEA
411862,,LOC411862,GO:0005840,LG11,IEA
411862,,LOC411862,GO:0006412,LG11,IEA
411862,,LOC411862,GO:0006412,LG11,IEA
411863,,LOC411863,GO:0016491,LG11,IEA
411864,,LOC411864,GO:0005515,LG6,IEA
411864,,LOC411864,GO:0005615,LG6,IEA
411864,,LOC411864,GO:0031012,LG6,IEA
411865,,LOC411865,GO:0005049,LG6,IEA
411865,,LOC411865,GO:0005635,LG6,IEA
411865,,LOC411865,GO:0005829,LG6,IEA
411865,,LOC411865,GO:0006606,LG6,IEA
411865,,LOC411865,GO:0006611,LG6,IEA
411865,,LOC411865,GO:0031267,LG6,IEA
411870,,LOC411870,GO:0000045,LG2,IEA
411870,,LOC411870,GO:0000421,LG2,IEA
411870,,LOC411870,GO:0000422,LG2,IEA
411870,,LOC411870,GO:0005776,LG2,IEA
411870,,LOC411870,GO:0005829,LG2,IEA
411870,,LOC411870,GO:0006995,LG2,IEA
411870,,LOC411870,GO:0016236,LG2,IEA
411870,,LOC411870,GO:0031625,LG2,IEA
411871,,LOC411871,GO:0004674,LG2,IEA
411871,,LOC411871,GO:0004712,LG2,IEA
411871,,LOC411871,GO:0005524,LG2,IEA
411871,,LOC411871,GO:0005634,LG2,IEA
411871,,LOC411871,GO:0018105,LG2,IEA
411871,,LOC411871,GO:0018107,LG2,IEA
411879,,LOC411879,GO:0003682,LG9,IEA
411879,,LOC411879,GO:0005515,LG9,IEA
411879,,LOC411879,GO:0048188,LG9,IEA
411879,,LOC411879,GO:0080182,LG9,IEA
411881,,LOC411881,GO:0005515,LG8,IEA
411881,,LOC411881,GO:0006357,LG8,IEA
411881,,LOC411881,GO:0070776,LG8,IEA
411882,,LOC411882,GO:0005515,LG1,IEA
411882,,LOC411882,GO:0034975,LG1,IEA
411882,,LOC411882,GO:0072546,LG1,IEA
411886,,LOC411886,GO:0005764,LG6,IEA
411886,,LOC411886,GO:0006886,LG6,IEA
411886,,LOC411886,GO:0016192,LG6,IEA
411886,,LOC411886,GO:0016192,LG6,IEA
411886,,LOC411886,GO:0033263,LG6,IEA
411889,,LOC411889,GO:0006508,LG11,IEA
411889,,LOC411889,GO:0006508,LG11,IEA
411889,,LOC411889,GO:0008239,LG11,IEA
411889,,LOC411889,GO:0070008,LG11,IEA
411890,,LOC411890,GO:0003723,LG5,IEA
411891,,LOC411891,GO:0005096,LG5,IEA
411891,,LOC411891,GO:0005096,LG5,IEA
411891,,LOC411891,GO:0005515,LG5,IEA
411891,,LOC411891,GO:0007420,LG5,IEA
411891,,LOC411891,GO:0032012,LG5,IEA
411892,,LOC411892,GO:0000221,LG5,IEA
411892,,LOC411892,GO:0005765,LG5,IEA
411892,,LOC411892,GO:0046961,LG5,IEA
411892,,LOC411892,GO:0046961,LG5,IEA
411892,,LOC411892,GO:1902600,LG5,IEA
411892,,LOC411892,GO:1902600,LG5,IEA
411893,,LOC411893,GO:0004497,LG3,IEA
411893,,LOC411893,GO:0005506,LG3,IEA
411893,,LOC411893,GO:0005743,LG3,IEA
411893,,LOC411893,GO:0006700,LG3,IEA
411893,,LOC411893,GO:0006704,LG3,IEA
411893,,LOC411893,GO:0008203,LG3,IEA
411893,,LOC411893,GO:0016705,LG3,IEA
411893,,LOC411893,GO:0020037,LG3,IEA
411893,,LOC411893,GO:0034650,LG3,IEA
411893,,LOC411893,GO:0071375,LG3,IEA
411894,,LOC411894,GO:0005524,LG8,IEA
411894,,LOC411894,GO:0007018,LG8,IEA
411894,,LOC411894,GO:0007018,LG8,IEA
411894,,LOC411894,GO:0008569,LG8,IEA
411894,,LOC411894,GO:0008569,LG8,IEA
411894,,LOC411894,GO:0016887,LG8,IEA
411894,,LOC411894,GO:0030286,LG8,IEA
411894,,LOC411894,GO:0030286,LG8,IEA
411894,,LOC411894,GO:0045505,LG8,IEA
411894,,LOC411894,GO:0051959,LG8,IEA
411896,,LOC411896,GO:0004252,LG3,IEA
411896,,LOC411896,GO:0005829,LG3,IEA
411896,,LOC411896,GO:0006508,LG3,IEA
411896,,LOC411896,GO:0070012,LG3,IEA
411897,,LOC411897,GO:0000287,LG15,IEA
411897,,LOC411897,GO:0004614,LG15,IEA
411897,,LOC411897,GO:0005829,LG15,IEA
411897,,LOC411897,GO:0005975,LG15,IEA
411897,,LOC411897,GO:0005975,LG15,IEA
411899,"beta-1,3-glucan recognition protein 1",B-gluc1,GO:0004553,LG9,IEA
411899,"beta-1,3-glucan recognition protein 1",B-gluc1,GO:0005975,LG9,IEA
411899,"beta-1,3-glucan recognition protein 1",B-gluc1,GO:0030246,LG9,IEA
411901,,LOC411901,GO:0005515,LG15,IEA
411901,,LOC411901,GO:0005634,LG15,IEA
411903,,LOC411903,GO:0005886,LG3,IEA
411903,,LOC411903,GO:0031410,LG3,IEA
411904,,LOC411904,GO:0004888,LG3,IEA
411904,,LOC411904,GO:0005113,LG3,IEA
411904,,LOC411904,GO:0005886,LG3,IEA
411904,,LOC411904,GO:0005929,LG3,IEA
411904,,LOC411904,GO:0007224,LG3,IEA
411904,,LOC411904,GO:0007417,LG3,IEA
411904,,LOC411904,GO:0030425,LG3,IEA
411904,,LOC411904,GO:0045880,LG3,IEA
411904,,LOC411904,GO:0071679,LG3,IEA
411905,,LOC411905,GO:0009100,LG8,IEA
411905,,LOC411905,GO:0016231,LG8,IEA
411906,,LOC411906,GO:0005515,LG2,IEA
411906,,LOC411906,GO:0005634,LG2,IEA
411906,,LOC411906,GO:0034772,LG2,IEA
411906,,LOC411906,GO:0034773,LG2,IEA
411906,,LOC411906,GO:0042799,LG2,IEA
411906,,LOC411906,GO:0042799,LG2,IEA
411907,,LOC411907,GO:0000900,LG4,IEA
411907,,LOC411907,GO:0003730,LG4,IEA
411907,,LOC411907,GO:0005634,LG4,IEA
411907,,LOC411907,GO:0005737,LG4,IEA
411907,,LOC411907,GO:0008135,LG4,IEA
411907,,LOC411907,GO:0043005,LG4,IEA
411907,,LOC411907,GO:0043022,LG4,IEA
411907,,LOC411907,GO:0045202,LG4,IEA
411907,,LOC411907,GO:1990124,LG4,IEA
411907,,LOC411907,GO:2000766,LG4,IEA
411908,,LOC411908,GO:0004620,LG7,IEA
411908,,LOC411908,GO:0006660,LG7,IEA
411908,,LOC411908,GO:0012505,LG7,IEA
411908,,LOC411908,GO:0047372,LG7,IEA
411908,,LOC411908,GO:0052651,LG7,IEA
411909,,LOC411909,GO:0005096,LG7,IEA
411909,,LOC411909,GO:0005096,LG7,IEA
411909,,LOC411909,GO:0005634,LG7,IEA
411909,,LOC411909,GO:0005829,LG7,IEA
411909,,LOC411909,GO:0006913,LG7,IEA
411909,,LOC411909,GO:0007165,LG7,IEA
411909,,LOC411909,GO:0031267,LG7,IEA
411909,,LOC411909,GO:0048471,LG7,IEA
411909,,LOC411909,GO:0090630,LG7,IEA
411910,,LOC411910,GO:0005515,LG1,IEA
411915,,LOC411915,GO:0004707,LG8,IEA
411915,,LOC411915,GO:0005524,LG8,IEA
411915,,LOC411915,GO:0005634,LG8,IEA
411915,,LOC411915,GO:0005737,LG8,IEA
411915,,LOC411915,GO:0006468,LG8,IEA
411915,,LOC411915,GO:0035556,LG8,IEA
411916,,LOC411916,GO:0006567,LG8,IEA
411916,,LOC411916,GO:0008890,LG8,IEA
411916,,LOC411916,GO:0009058,LG8,IEA
411916,,LOC411916,GO:0030170,LG8,IEA
411917,,LOC411917,GO:0070403,LG4,IEA
411918,,LOC411918,GO:0005643,LG11,IEA
411918,,LOC411918,GO:0005643,LG11,IEA
411918,,LOC411918,GO:0006999,LG11,IEA
411918,,LOC411918,GO:0017056,LG11,IEA
411918,,LOC411918,GO:0044611,LG11,IEA
411919,,LOC411919,GO:0005109,LG5,IEA
411919,,LOC411919,GO:0005125,LG5,IEA
411919,,LOC411919,GO:0005576,LG5,IEA
411919,,LOC411919,GO:0005576,LG5,IEA
411919,,LOC411919,GO:0005615,LG5,IEA
411919,,LOC411919,GO:0007275,LG5,IEA
411919,,LOC411919,GO:0007275,LG5,IEA
411919,,LOC411919,GO:0030182,LG5,IEA
411919,,LOC411919,GO:0045165,LG5,IEA
411919,,LOC411919,GO:0046330,LG5,IEA
411919,,LOC411919,GO:0060070,LG5,IEA
411920,,LOC411920,GO:0004843,LG14,IEA
411920,,LOC411920,GO:0008270,LG14,IEA
411920,,LOC411920,GO:0016579,LG14,IEA
411922,,LOC411922,GO:0000287,LG9,IEA
411922,,LOC411922,GO:0003924,LG9,IEA
411922,,LOC411922,GO:0003924,LG9,IEA
411922,,LOC411922,GO:0005525,LG9,IEA
411922,,LOC411922,GO:0005525,LG9,IEA
411922,,LOC411922,GO:0005739,LG9,IEA
411922,,LOC411922,GO:0070042,LG9,IEA
411922,,LOC411922,GO:0070475,LG9,IEA
411923,,LOC411923,GO:0002161,LG9,IEA
411923,,LOC411923,GO:0003676,LG9,IEA
411923,,LOC411923,GO:0004813,LG9,IEA
411923,,LOC411923,GO:0004813,LG9,IEA
411923,,LOC411923,GO:0005524,LG9,IEA
411923,,LOC411923,GO:0005524,LG9,IEA
411923,,LOC411923,GO:0005737,LG9,IEA
411923,,LOC411923,GO:0005739,LG9,IEA
411923,,LOC411923,GO:0006400,LG9,IEA
411923,,LOC411923,GO:0006419,LG9,IEA
411923,,LOC411923,GO:0006419,LG9,IEA
411923,,LOC411923,GO:0016597,LG9,IEA
411924,,LOC411924,GO:0003735,LG9,IEA
411924,,LOC411924,GO:0005739,LG9,IEA
411927,,LOC411927,GO:0004622,LG1,IEA
411927,,LOC411927,GO:0005789,LG1,IEA
411927,,LOC411927,GO:0006660,LG1,IEA
411927,,LOC411927,GO:0047372,LG1,IEA
411927,,LOC411927,GO:0052651,LG1,IEA
411930,,LOC411930,GO:0005634,LG3,IEA
411930,,LOC411930,GO:0005634,LG3,IEA
411930,,LOC411930,GO:0008270,LG3,IEA
411931,,LOC411931,GO:0003729,LG3,IEA
411931,,LOC411931,GO:0004521,LG3,IEA
411931,,LOC411931,GO:0005634,LG3,IEA
411931,,LOC411931,GO:0036464,LG3,IEA
411935,,LOC411935,GO:0003333,LG6,IEA
411935,,LOC411935,GO:0015179,LG6,IEA
411935,,LOC411935,GO:0016020,LG6,IEA
411936,,LOC411936,GO:0005737,LG9,IEA
411936,,LOC411936,GO:0006355,LG9,IEA
411936,,LOC411936,GO:0006457,LG9,IEA
411936,,LOC411936,GO:0016272,LG9,IEA
411936,,LOC411936,GO:0051082,LG9,IEA
411937,,LOC411937,GO:0005794,LG15,IEA
411937,,LOC411937,GO:0005874,LG15,IEA
411937,,LOC411937,GO:0008017,LG15,IEA
411937,,LOC411937,GO:0031267,LG15,IEA
411937,,LOC411937,GO:0031514,LG15,IEA
411937,,LOC411937,GO:0048870,LG15,IEA
411937,,LOC411937,GO:0048870,LG15,IEA
411939,,LOC411939,GO:0000139,LG11,IEA
411939,,LOC411939,GO:0005515,LG11,IEA
411939,,LOC411939,GO:0005829,LG11,IEA
411939,,LOC411939,GO:0006886,LG11,IEA
411939,,LOC411939,GO:0034066,LG11,IEA
411939,,LOC411939,GO:0042147,LG11,IEA
411942,,LOC411942,GO:0005680,LG4,IEA
411942,,LOC411942,GO:0006511,LG4,IEA
411942,,LOC411942,GO:0031625,LG4,IEA
411943,,LOC411943,GO:0008270,LG11,IEA
411943,,LOC411943,GO:0016603,LG11,IEA
411943,,LOC411943,GO:0016603,LG11,IEA
411943,,LOC411943,GO:0017186,LG11,IEA
411947,,LOC411947,GO:0000973,LG7,IEA
411947,,LOC411947,GO:0003690,LG7,IEA
411947,,LOC411947,GO:0003723,LG7,IEA
411947,,LOC411947,GO:0006368,LG7,IEA
411947,,LOC411947,GO:0016973,LG7,IEA
411947,,LOC411947,GO:0070390,LG7,IEA
411953,,LOC411953,GO:0000027,LG16,IEA
411953,,LOC411953,GO:0006364,LG16,IEA
411953,,LOC411953,GO:0019843,LG16,IEA
411953,,LOC411953,GO:0019843,LG16,IEA
411953,,LOC411953,GO:0030687,LG16,IEA
411955,,LOC411955,GO:0005319,LG2,IEA
411955,,LOC411955,GO:0005319,LG2,IEA
411955,,LOC411955,GO:0006869,LG2,IEA
411958,,LOC411958,GO:0016020,LG15,IEA
411958,,LOC411958,GO:0016020,LG15,IEA
411958,,LOC411958,GO:0022841,LG15,IEA
411958,,LOC411958,GO:0030322,LG15,IEA
411958,,LOC411958,GO:0071805,LG15,IEA
411958,,LOC411958,GO:0071805,LG15,IEA
411959,,LOC411959,GO:0004312,LG8,IEA
411959,,LOC411959,GO:0004315,LG8,IEA
411959,,LOC411959,GO:0006633,LG8,IEA
411959,,LOC411959,GO:0006633,LG8,IEA
411959,,LOC411959,GO:0016491,LG8,IEA
411959,,LOC411959,GO:0031177,LG8,IEA
411960,,LOC411960,GO:0000978,LG9,IEA
411960,,LOC411960,GO:0000981,LG9,IEA
411960,,LOC411960,GO:0005634,LG9,IEA
411960,,LOC411960,GO:0006355,LG9,IEA
411960,,LOC411960,GO:0008270,LG9,IEA
411961,,LOC411961,GO:0000209,LG8,IEA
411961,,LOC411961,GO:0004842,LG8,IEA
411961,,LOC411961,GO:0005515,LG8,IEA
411961,,LOC411961,GO:0005634,LG8,IEA
411961,,LOC411961,GO:0008270,LG8,IEA
411961,,LOC411961,GO:0043161,LG8,IEA
411961,,LOC411961,GO:0045732,LG8,IEA
411962,,LOC411962,GO:0005515,LG5,IEA
411965,,LOC411965,GO:0005634,LG1,IEA
411965,,LOC411965,GO:0006367,LG1,IEA
411965,,LOC411965,GO:0016251,LG1,IEA
411965,,LOC411965,GO:0017025,LG1,IEA
411965,,LOC411965,GO:0017025,LG1,IEA
411965,,LOC411965,GO:0070897,LG1,IEA
411965,,LOC411965,GO:0070897,LG1,IEA
411965,,LOC411965,GO:0097550,LG1,IEA
411968,,LOC411968,GO:0005515,LG1,IEA
411969,,LOC411969,GO:0003729,LG6,IEA
411969,,LOC411969,GO:0005634,LG6,IEA
411969,,LOC411969,GO:0005737,LG6,IEA
411970,,LOC411970,GO:0005794,LG6,IEA
411970,,LOC411970,GO:0007165,LG6,IEA
411972,,LOC411972,GO:0004721,LG14,IEA
411974,,LOC411974,GO:0002183,LG8,IEA
411974,,LOC411974,GO:0003743,LG8,IEA
411974,,LOC411974,GO:0005085,LG8,IEA
411974,,LOC411974,GO:0005851,LG8,IEA
411974,,LOC411974,GO:0009058,LG8,IEA
411974,,LOC411974,GO:0032045,LG8,IEA
411976,,LOC411976,GO:0005262,LG1,IEA
411976,,LOC411976,GO:0006874,LG1,IEA
411976,,LOC411976,GO:0008273,LG1,IEA
411976,,LOC411976,GO:0016020,LG1,IEA
411976,,LOC411976,GO:0070588,LG1,IEA
411978,,LOC411978,GO:0005975,LG6,IEA
411978,,LOC411978,GO:0005975,LG6,IEA
411978,,LOC411978,GO:0008422,LG6,IEA
411980,,LOC411980,GO:0004674,LG6,IEA
411980,,LOC411980,GO:0005515,LG6,IEA
411980,,LOC411980,GO:0005524,LG6,IEA
411980,,LOC411980,GO:0005634,LG6,IEA
411980,,LOC411980,GO:0006468,LG6,IEA
411980,,LOC411980,GO:0035556,LG6,IEA
411980,,LOC411980,GO:0043065,LG6,IEA
411981,,LOC411981,GO:0004197,LG5,IEA
411981,,LOC411981,GO:0004843,LG5,IEA
411981,,LOC411981,GO:0004843,LG5,IEA
411981,,LOC411981,GO:0005634,LG5,IEA
411981,,LOC411981,GO:0005829,LG5,IEA
411981,,LOC411981,GO:0016477,LG5,IEA
411981,,LOC411981,GO:0016579,LG5,IEA
411981,,LOC411981,GO:0016579,LG5,IEA
411982,,LOC411982,GO:0001784,LG1,IEA
411982,,LOC411982,GO:0005509,LG1,IEA
411982,,LOC411982,GO:0005886,LG1,IEA
411982,,LOC411982,GO:0007166,LG1,IEA
411982,,LOC411982,GO:0007175,LG1,IEA
411982,,LOC411982,GO:0017124,LG1,IEA
411982,,LOC411982,GO:0030971,LG1,IEA
411982,,LOC411982,GO:0045121,LG1,IEA
411982,,LOC411982,GO:0061630,LG1,IEA
411983,putative fatty acyl-CoA reductase,LOC411983,GO:0005777,LG1,IEA
411983,putative fatty acyl-CoA reductase,LOC411983,GO:0035336,LG1,IEA
411983,putative fatty acyl-CoA reductase,LOC411983,GO:0080019,LG1,IEA
411985,,LOC411985,GO:0003723,LG1,IEA
411985,,LOC411985,GO:0005515,LG1,IEA
411985,,LOC411985,GO:0042800,LG1,IEA
411985,,LOC411985,GO:0042800,LG1,IEA
411985,,LOC411985,GO:0048188,LG1,IEA
411985,,LOC411985,GO:0048188,LG1,IEA
411985,,LOC411985,GO:0051568,LG1,IEA
411986,,LOC411986,GO:0003682,LG7,IEA
411989,,LOC411989,GO:0003723,LG8,IEA
411989,,LOC411989,GO:0003724,LG8,IEA
411989,,LOC411989,GO:0003724,LG8,IEA
411989,,LOC411989,GO:0005524,LG8,IEA
411991,,LOC411991,GO:0005515,LG8,IEA
411991,,LOC411991,GO:0061138,LG8,IEA
411995,,LOC411995,GO:0000226,LG1,IEA
411995,,LOC411995,GO:0000922,LG1,IEA
411995,,LOC411995,GO:0004722,LG1,IEA
411995,,LOC411995,GO:0005730,LG1,IEA
411995,,LOC411995,GO:0005813,LG1,IEA
411995,,LOC411995,GO:0006470,LG1,IEA
411995,,LOC411995,GO:0007096,LG1,IEA
411995,,LOC411995,GO:0008138,LG1,IEA
411995,,LOC411995,GO:0032467,LG1,IEA
